SEVERE: null -- 1/8/2018 -- 10:36:18.278

SEVERE: null -- 1/8/2018 -- 10:39:37.547

SEVERE: null -- 1/8/2018 -- 10:42:34.378

SEVERE: null -- 1/8/2018 -- 10:51:8.876
SEVERE: I/O Exception While trying to copy file to current playlist folderjava.nio.file.NoSuchFileException: /tmp/Stellar OPUS Converter Temporary Directory5835510691963450772/In The Heat Of The Night (Cosmic Ravers Radio Mix).opus -- 1/8/2018 -- 12:2:40.870

SEVERE: I/O Exception While trying to copy file to current playlist folderjava.nio.file.NoSuchFileException: /tmp/Stellar OPUS Converter Temporary Directory5835510691963450772/Destiny Awaits.opus -- 1/8/2018 -- 12:3:35.910

SEVERE: I/O Exception While trying to copy file to current playlist folderjava.nio.file.NoSuchFileException: /tmp/Stellar OPUS Converter Temporary Directory5835510691963450772/Destiny Awaits.opus -- 1/8/2018 -- 12:3:36.843

SEVERE: I/O Exception While trying to copy file to current playlist folderjava.nio.file.NoSuchFileException: /tmp/Stellar OPUS Converter Temporary Directory5835510691963450772/Destiny Awaits.opus -- 1/8/2018 -- 12:3:39.610

SEVERE: I/O Exception While trying to copy file to current playlist folderjava.nio.file.NoSuchFileException: /tmp/Stellar OPUS Converter Temporary Directory5835510691963450772/In The Heat Of The Night (Cosmic Ravers Radio Mix).opus -- 1/8/2018 -- 12:5:26.383

SEVERE: I/O Exception While trying to copy file to current playlist folderjava.nio.file.NoSuchFileException: /tmp/Stellar OPUS Converter Temporary Directory5835510691963450772/Destiny Awaits.opus -- 1/8/2018 -- 12:6:20.305

SEVERE: I/O Exception While trying to copy file to current playlist folderjava.nio.file.NoSuchFileException: /tmp/Stellar OPUS Converter Temporary Directory5835510691963450772/Destiny Awaits.opus -- 1/8/2018 -- 12:6:21.79

SEVERE: I/O Exception While trying to copy file to current playlist folderjava.nio.file.NoSuchFileException: /tmp/Stellar OPUS Converter Temporary Directory5835510691963450772/Destiny Awaits.opus -- 1/8/2018 -- 12:6:23.711

SEVERE: I/O Exception While trying to copy file to current playlist folderjava.nio.file.NoSuchFileException: /tmp/Stellar OPUS Converter Temporary Directory5835510691963450772/In The Heat Of The Night (Cosmic Ravers Radio Mix).opus -- 1/8/2018 -- 12:7:57.819

SEVERE: I/O Exception While trying to copy file to current playlist folderjava.nio.file.NoSuchFileException: /tmp/Stellar OPUS Converter Temporary Directory5835510691963450772/Destiny Awaits.opus -- 1/8/2018 -- 12:8:57.380

SEVERE: I/O Exception While trying to copy file to current playlist folderjava.nio.file.NoSuchFileException: /tmp/Stellar OPUS Converter Temporary Directory5835510691963450772/Destiny Awaits.opus -- 1/8/2018 -- 12:8:58.98

SEVERE: I/O Exception While trying to copy file to current playlist folderjava.nio.file.NoSuchFileException: /tmp/Stellar OPUS Converter Temporary Directory5835510691963450772/Destiny Awaits.opus -- 1/8/2018 -- 12:9:8.92

