SEVERE: null -- 8/8/2018 -- 18:53:40.210

SEVERE: I/O Exception While trying to copy file to current playlist folder java.nio.file.NoSuchFileException: /tmp/Stellar OPUS Converter Temporary Directory5835510691963450772/Destiny Awaits.opus -- 8/8/2018 -- 18:54:16.623

SEVERE: I/O Exception While trying to copy file to current playlist folder java.nio.file.NoSuchFileException: /tmp/Stellar OPUS Converter Temporary Directory5835510691963450772/Destiny Awaits.opus -- 8/8/2018 -- 18:54:16.627

SEVERE: I/O Exception While trying to copy file to current playlist folder java.nio.file.NoSuchFileException: /tmp/Stellar OPUS Converter Temporary Directory5835510691963450772/Beyond Destiny.opus -- 8/8/2018 -- 18:54:16.889

SEVERE: I/O Exception While trying to copy file to current playlist folder java.nio.file.NoSuchFileException: /tmp/Stellar OPUS Converter Temporary Directory5835510691963450772/Peril.opus -- 8/8/2018 -- 18:54:16.890

SEVERE: I/O Exception While trying to copy file to current playlist folder java.nio.file.NoSuchFileException: /tmp/Stellar OPUS Converter Temporary Directory5835510691963450772/Hot Pursuit.opus -- 8/8/2018 -- 18:54:16.891

SEVERE: I/O Exception While trying to copy file to current playlist folder java.nio.file.NoSuchFileException: /tmp/Stellar OPUS Converter Temporary Directory5835510691963450772/Beyond Destiny.opus -- 8/8/2018 -- 18:54:16.891

SEVERE: I/O Exception While trying to copy file to current playlist folder java.nio.file.NoSuchFileException: /tmp/Stellar OPUS Converter Temporary Directory5835510691963450772/Peril.opus -- 8/8/2018 -- 18:54:16.892

SEVERE: I/O Exception While trying to copy file to current playlist folder java.nio.file.NoSuchFileException: /tmp/Stellar OPUS Converter Temporary Directory5835510691963450772/Hot Pursuit.opus -- 8/8/2018 -- 18:54:16.893

SEVERE: I/O Exception While trying to copy file to current playlist folder java.nio.file.NoSuchFileException: /tmp/Stellar OPUS Converter Temporary Directory5835510691963450772/Black Arrow.opus -- 8/8/2018 -- 18:54:16.893

SEVERE: I/O Exception While trying to copy file to current playlist folder java.nio.file.NoSuchFileException: /tmp/Stellar OPUS Converter Temporary Directory5835510691963450772/Hunter.opus -- 8/8/2018 -- 18:54:16.894

SEVERE: I/O Exception While trying to copy file to current playlist folder java.nio.file.NoSuchFileException: /tmp/Stellar OPUS Converter Temporary Directory5835510691963450772/Hunter.opus -- 8/8/2018 -- 18:54:16.895

SEVERE: I/O Exception While trying to copy file to current playlist folder java.nio.file.NoSuchFileException: /tmp/Stellar OPUS Converter Temporary Directory5835510691963450772/Black Arrow.opus -- 8/8/2018 -- 18:54:16.896

SEVERE: I/O Exception While trying to copy file to current playlist folder java.nio.file.NoSuchFileException: /tmp/Stellar OPUS Converter Temporary Directory5835510691963450772/Galaxy Joyride.opus -- 8/8/2018 -- 18:54:16.898

SEVERE: I/O Exception While trying to copy file to current playlist folder java.nio.file.NoSuchFileException: /tmp/Stellar OPUS Converter Temporary Directory5835510691963450772/Galaxy Joyride.opus -- 8/8/2018 -- 18:54:16.899

SEVERE: I/O Exception While trying to copy file to current playlist folder java.nio.file.NoSuchFileException: /tmp/Stellar OPUS Converter Temporary Directory5835510691963450772/In The Heat Of The Night (Cosmic Ravers Radio Mix).opus -- 8/8/2018 -- 18:54:16.900

SEVERE: I/O Exception While trying to copy file to current playlist folder java.nio.file.NoSuchFileException: /tmp/Stellar OPUS Converter Temporary Directory5835510691963450772/In The Heat Of The Night (Cosmic Ravers Radio Mix).opus -- 8/8/2018 -- 18:54:17.231

SEVERE: I/O Exception While trying to copy file to current playlist folder java.nio.file.NoSuchFileException: /tmp/Stellar OPUS Converter Temporary Directory5835510691963450772/Destiny Awaits.opus -- 8/8/2018 -- 18:54:17.237

SEVERE: I/O Exception While trying to copy file to current playlist folder java.nio.file.NoSuchFileException: /tmp/Stellar OPUS Converter Temporary Directory5835510691963450772/Destiny Awaits.opus -- 8/8/2018 -- 18:54:17.238

SEVERE: I/O Exception While trying to copy file to current playlist folder java.nio.file.NoSuchFileException: /tmp/Stellar OPUS Converter Temporary Directory5835510691963450772/Destiny Awaits.opus -- 8/8/2018 -- 18:54:17.242

SEVERE: I/O Exception While trying to copy file to current playlist folder java.nio.file.NoSuchFileException: /tmp/Stellar OPUS Converter Temporary Directory5835510691963450772/In The Heat Of The Night (Cosmic Ravers Radio Mix).opus -- 8/8/2018 -- 18:54:17.502

SEVERE: I/O Exception While trying to copy file to current playlist folder java.nio.file.NoSuchFileException: /tmp/Stellar OPUS Converter Temporary Directory5835510691963450772/Destiny Awaits.opus -- 8/8/2018 -- 18:54:17.506

SEVERE: I/O Exception While trying to copy file to current playlist folder java.nio.file.NoSuchFileException: /tmp/Stellar OPUS Converter Temporary Directory5835510691963450772/Destiny Awaits.opus -- 8/8/2018 -- 18:54:17.506

SEVERE: I/O Exception While trying to copy file to current playlist folder java.nio.file.NoSuchFileException: /tmp/Stellar OPUS Converter Temporary Directory5835510691963450772/Destiny Awaits.opus -- 8/8/2018 -- 18:54:17.508

SEVERE: I/O Exception While trying to copy file to current playlist folder java.nio.file.NoSuchFileException: /tmp/Stellar OPUS Converter Temporary Directory5835510691963450772/In The Heat Of The Night (Cosmic Ravers Radio Mix).opus -- 8/8/2018 -- 18:54:17.636

SEVERE: I/O Exception While trying to copy file to current playlist folder java.nio.file.NoSuchFileException: /tmp/Stellar OPUS Converter Temporary Directory5835510691963450772/Destiny Awaits.opus -- 8/8/2018 -- 18:54:17.643

SEVERE: I/O Exception While trying to copy file to current playlist folder java.nio.file.NoSuchFileException: /tmp/Stellar OPUS Converter Temporary Directory5835510691963450772/Destiny Awaits.opus -- 8/8/2018 -- 18:54:17.643

SEVERE: I/O Exception While trying to copy file to current playlist folder java.nio.file.NoSuchFileException: /tmp/Stellar OPUS Converter Temporary Directory5835510691963450772/Destiny Awaits.opus -- 8/8/2018 -- 18:54:17.647

