SEVERE: null -- 27/7/2018 -- 18:6:56.374

SEVERE: null -- 27/7/2018 -- 18:6:56.376

SEVERE: null -- 27/7/2018 -- 18:6:56.826

SEVERE: null -- 27/7/2018 -- 18:6:56.852

SEVERE: null -- 27/7/2018 -- 18:7:4.950

SEVERE: null -- 27/7/2018 -- 18:7:5.145

SEVERE: null -- 27/7/2018 -- 18:7:11.623

SEVERE: null -- 27/7/2018 -- 18:7:11.861

SEVERE: null -- 27/7/2018 -- 18:7:16.323

